segment_id,road_name,zone_type,segment_index,start_lat,start_lng,end_lat,end_lng,mid_lat,mid_lng,length_m,road_class,lane_count,speed_limit_kmh,avg_traffic_volume,pothole_density_per_km,surface_rating,lighting_quality,encroachment_level,drainage_quality,has_footpath,accident_count_12mo,fatal_accident_count_12mo,injury_count_12mo,avg_accident_severity,road_quality_index,accident_history_index,safety_score,safety_band
SEG-0115,Ring Road (Harbanspura - Bedian section),arterial_highway,14,31.518023,74.427486,31.51326,74.430462,31.515642,74.428974,600.0,arterial,5,95,3847,3.43,3.8,poor,none,poor,0,7,1,3,4.2,0.5807,0.5615,49.1,risky
SEG-0116,Ring Road (Harbanspura - Bedian section),arterial_highway,15,31.51326,74.430462,31.508498,74.433439,31.510879,74.43195,600.0,arterial,6,85,5656,2.01,3.12,moderate,none,moderate,0,4,0,4,4.19,0.6898,0.7132,73.8,moderate
SEG-0117,Ring Road (Harbanspura - Bedian section),arterial_highway,16,31.508498,74.433439,31.503736,74.436415,31.506117,74.434927,600.0,arterial,6,100,3276,2.89,3.88,good,none,moderate,0,7,1,11,3.68,0.7958,0.4882,64.6,moderate
SEG-0118,Ring Road (Harbanspura - Bedian section),arterial_highway,17,31.503736,74.436415,31.498974,74.439391,31.501355,74.437903,600.0,arterial,5,90,2904,1.97,3.9,moderate,moderate,good,0,6,1,5,3.26,0.7143,0.5966,64.7,moderate
SEG-0119,Ring Road (Harbanspura - Bedian section),arterial_highway,18,31.498974,74.439391,31.494212,74.442367,31.496593,74.440879,600.0,arterial,5,90,3426,5.02,3.55,moderate,moderate,poor,0,5,1,10,4.07,0.5353,0.546,56.2,moderate
SEG-0120,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,0,31.602,74.327,31.60404,74.332865,31.60302,74.329933,600.0,arterial,4,80,5603,3.99,3.4,moderate,none,moderate,0,5,2,12,3.99,0.6702,0.4511,55.7,moderate
SEG-0121,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,1,31.60404,74.332865,31.60608,74.338731,31.60506,74.335798,600.0,arterial,5,90,3693,5.48,4.0,moderate,none,good,1,8,1,13,3.21,0.7598,0.4509,59.8,moderate
SEG-0122,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,2,31.60608,74.338731,31.60812,74.344596,31.6071,74.341663,600.0,arterial,4,90,5414,3.72,4.25,good,none,moderate,0,7,1,6,3.67,0.8034,0.5441,68.4,moderate
SEG-0123,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,3,31.61,74.35,31.61008,74.34951,31.61004,74.349755,47.2,arterial,5,95,4637,2.52,3.75,poor,none,good,0,3,0,6,4.22,0.6946,0.7192,67.1,moderate
SEG-0124,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,4,31.61008,74.34951,31.611103,74.343289,31.610592,74.3464,600.0,arterial,6,85,4188,2.32,3.83,moderate,none,poor,0,6,1,5,3.73,0.6784,0.5825,61.7,moderate
SEG-0125,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,5,31.611103,74.343289,31.612125,74.337067,31.611614,74.340178,600.0,arterial,6,90,4893,2.39,4.41,good,none,moderate,1,7,1,9,4.21,0.8683,0.4945,62.0,moderate
SEG-0126,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,6,31.612125,74.337067,31.613147,74.330846,31.612636,74.333957,600.0,arterial,6,90,4931,4.64,3.95,poor,none,good,0,4,1,9,4.03,0.6674,0.5874,59.2,moderate
SEG-0127,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,7,31.613147,74.330846,31.61417,74.324624,31.613658,74.327735,600.0,arterial,4,90,4023,2.33,3.94,poor,moderate,poor,0,4,1,8,3.55,0.5351,0.6129,61.1,moderate
SEG-0128,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,8,31.61417,74.324624,31.615192,74.318403,31.614681,74.321514,600.0,arterial,5,85,3287,4.56,3.7,moderate,severe,moderate,0,5,1,10,3.87,0.5283,0.552,48.8,risky
SEG-0129,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,9,31.615192,74.318403,31.616214,74.312181,31.615703,74.315292,600.0,arterial,6,85,5591,4.31,3.96,good,none,moderate,0,7,1,9,3.57,0.7742,0.5137,59.3,moderate
SEG-0130,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,10,31.616214,74.312181,31.617236,74.30596,31.616725,74.30907,600.0,arterial,5,95,5631,5.48,4.0,moderate,moderate,moderate,0,4,0,10,3.38,0.6048,0.6708,64.4,moderate
SEG-0131,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,11,31.617236,74.30596,31.618259,74.299738,31.617747,74.302849,600.0,arterial,6,95,3179,3.51,3.31,moderate,none,moderate,0,6,0,9,3.62,0.6736,0.6164,63.6,moderate
SEG-0132,Lahore-Sialkot Motorway Link (GT Road towards Shahdara),arterial_highway,12,31.618259,74.299738,31.619281,74.293517,31.61877,74.296627,600.0,arterial,6,100,3241,3.39,4.0,poor,moderate,poor,0,8,1,9,3.92,0.5189,0.4741,48.6,risky
SEG-0133,GT Road towards Wagah,arterial_highway,0,31.57,74.4,31.570525,74.406303,31.570263,74.403152,600.0,arterial,6,95,5427,2.72,2.96,good,moderate,moderate,0,3,2,3,4.08,0.6665,0.6068,67.7,moderate
SEG-0134,GT Road towards Wagah,arterial_highway,1,31.570525,74.406303,31.571051,74.412607,31.570788,74.409455,600.0,arterial,4,85,4425,3.56,4.28,good,moderate,good,0,4,1,8,3.57,0.7833,0.6123,69.7,moderate
SEG-0135,GT Road towards Wagah,arterial_highway,2,31.571051,74.412607,31.571576,74.41891,31.571313,74.415758,600.0,arterial,5,80,3994,5.13,3.07,moderate,none,good,1,3,1,10,3.63,0.7082,0.6175,66.4,moderate
SEG-0136,GT Road towards Wagah,arterial_highway,3,31.571576,74.41891,31.572101,74.425213,31.571838,74.422062,600.0,arterial,6,80,5562,5.0,4.22,good,none,poor,0,8,0,5,3.47,0.7275,0.607,64.2,moderate
SEG-0137,GT Road towards Wagah,arterial_highway,4,31.572101,74.425213,31.572626,74.431517,31.572364,74.428365,600.0,arterial,5,95,2803,2.64,3.37,moderate,moderate,moderate,1,4,1,6,4.05,0.6486,0.6202,62.4,moderate
SEG-0138,GT Road towards Wagah,arterial_highway,5,31.572626,74.431517,31.573152,74.43782,31.572889,74.434668,600.0,arterial,4,90,3982,2.04,4.25,moderate,moderate,moderate,0,4,1,11,3.87,0.6849,0.57,59.4,moderate
SEG-0139,GT Road towards Wagah,arterial_highway,6,31.573152,74.43782,31.573677,74.444123,31.573414,74.440972,600.0,arterial,4,90,4202,4.78,4.11,good,moderate,moderate,0,8,0,10,4.06,0.6997,0.5338,63.1,moderate
SEG-0140,GT Road towards Wagah,arterial_highway,7,31.573677,74.444123,31.574202,74.450427,31.57394,74.447275,600.0,arterial,5,80,4148,2.23,4.15,moderate,moderate,moderate,0,5,1,6,2.96,0.6751,0.6237,69.7,moderate
SEG-0141,GT Road towards Wagah,arterial_highway,8,31.574202,74.450427,31.574727,74.45673,31.574465,74.453578,600.0,arterial,6,85,2836,3.42,4.08,good,none,good,0,6,1,1,4.05,0.8484,0.6174,77.8,safe
SEG-0142,GT Road towards Wagah,arterial_highway,9,31.575,74.46,31.57576,74.462915,31.57538,74.461457,288.8,arterial,5,85,5291,2.72,3.14,poor,moderate,moderate,0,8,0,1,4.14,0.5278,0.6314,57.6,moderate
SEG-0143,GT Road towards Wagah,arterial_highway,10,31.57576,74.462915,31.577339,74.468972,31.576549,74.465944,600.1,arterial,5,90,4801,5.07,3.07,good,none,good,1,2,0,4,3.76,0.7843,0.7844,73.7,moderate
SEG-0144,GT Road towards Wagah,arterial_highway,11,31.577339,74.468972,31.578917,74.47503,31.578128,74.472001,600.1,arterial,6,95,2714,4.87,3.24,moderate,none,good,0,6,2,11,3.2,0.6937,0.4568,56.2,moderate
SEG-0145,GT Road towards Wagah,arterial_highway,12,31.578917,74.47503,31.580496,74.481087,31.579707,74.478058,600.1,arterial,4,95,3824,1.84,3.76,moderate,moderate,good,1,4,1,1,3.54,0.738,0.691,69.7,moderate
SEG-0146,GT Road towards Wagah,arterial_highway,13,31.580496,74.481087,31.582075,74.487144,31.581285,74.484116,600.0,arterial,5,95,5574,4.5,3.35,moderate,moderate,moderate,0,5,0,7,3.66,0.5825,0.6666,69.6,moderate
SEG-0147,GT Road towards Wagah,arterial_highway,14,31.582075,74.487144,31.583654,74.493202,31.582864,74.490173,600.0,arterial,5,100,4631,4.52,3.14,good,moderate,poor,0,4,1,2,3.38,0.594,0.6847,64.1,moderate
SEG-0148,GT Road towards Wagah,arterial_highway,15,31.583654,74.493202,31.585232,74.499259,31.584443,74.49623,600.0,arterial,6,85,3867,4.97,3.32,good,moderate,good,0,5,0,4,2.99,0.6968,0.72,66.3,moderate
SEG-0149,GT Road towards Wagah,arterial_highway,16,31.585232,74.499259,31.586811,74.505317,31.586022,74.502288,600.0,arterial,5,90,4426,3.37,3.43,moderate,moderate,poor,0,3,1,9,3.62,0.5587,0.6289,51.4,moderate
SEG-0150,GT Road towards Wagah,arterial_highway,17,31.586811,74.505317,31.58839,74.511374,31.587601,74.508345,600.0,arterial,4,95,4880,2.91,4.31,poor,moderate,good,0,6,1,5,3.2,0.6473,0.5984,63.3,moderate
SEG-0151,GT Road towards Wagah,arterial_highway,18,31.58839,74.511374,31.589969,74.517431,31.589179,74.514403,600.0,arterial,5,90,4109,2.86,3.3,moderate,moderate,moderate,1,8,1,11,4.08,0.6401,0.447,51.5,moderate
SEG-0152,GT Road towards Wagah,arterial_highway,19,31.589969,74.517431,31.591548,74.523489,31.590758,74.52046,600.0,arterial,6,95,3503,3.82,3.2,poor,none,good,1,4,1,3,3.61,0.6659,0.6667,69.6,moderate
SEG-0153,GT Road towards Wagah,arterial_highway,20,31.591548,74.523489,31.593126,74.529546,31.592337,74.526517,600.0,arterial,6,90,3122,5.35,3.38,good,none,moderate,0,3,1,6,4.08,0.7184,0.6484,62.8,moderate
SEG-0154,GT Road towards Wagah,arterial_highway,21,31.593126,74.529546,31.594705,74.535603,31.593916,74.532575,600.0,arterial,4,85,5145,1.81,2.92,good,moderate,moderate,1,6,0,7,3.37,0.7111,0.6461,66.4,moderate
SEG-0155,GT Road towards Wagah,arterial_highway,22,31.594705,74.535603,31.596284,74.541661,31.595495,74.538632,600.0,arterial,4,90,3851,4.05,3.87,good,none,moderate,1,7,1,4,3.54,0.8034,0.5702,67.3,moderate
SEG-0156,GT Road towards Wagah,arterial_highway,23,31.596284,74.541661,31.597863,74.547718,31.597073,74.544689,600.0,arterial,6,90,5063,5.33,3.14,good,none,moderate,1,5,0,5,3.62,0.7338,0.69,67.2,moderate
SEG-0157,GT Road towards Wagah,arterial_highway,24,31.597863,74.547718,31.599441,74.553776,31.598652,74.550747,599.9,arterial,6,95,2898,5.54,3.21,good,moderate,moderate,0,6,0,1,3.11,0.6293,0.7206,63.2,moderate
SEG-0158,GT Road towards Wagah,arterial_highway,25,31.599441,74.553776,31.60102,74.559833,31.600231,74.556804,599.9,arterial,4,85,5321,4.71,3.72,good,none,moderate,0,6,0,12,3.78,0.7517,0.5783,66.5,moderate
SEG-0159,GT Road towards Wagah,arterial_highway,26,31.60102,74.559833,31.602599,74.56589,31.60181,74.562862,599.9,arterial,4,100,4378,2.7,3.69,good,none,good,0,7,1,1,3.1,0.8375,0.6167,73.2,moderate
SEG-0160,GT Road towards Wagah,arterial_highway,27,31.602599,74.56589,31.604178,74.571948,31.603388,74.568919,599.9,arterial,6,95,4119,3.13,4.22,moderate,moderate,poor,0,3,1,11,3.33,0.6126,0.6154,69.0,moderate
SEG-0161,Raiwind Road (outer),arterial_highway,0,31.42,74.22,31.414604,74.22,31.417302,74.22,600.0,arterial,5,90,4552,6.36,3.76,good,none,moderate,0,7,2,12,3.25,0.7233,0.415,51.7,moderate
SEG-0162,Raiwind Road (outer),arterial_highway,1,31.414604,74.22,31.409208,74.22,31.411906,74.22,600.0,arterial,6,90,4566,5.39,3.28,moderate,moderate,moderate,1,10,1,13,3.27,0.5914,0.3908,44.3,risky
SEG-0163,Raiwind Road (outer),arterial_highway,2,31.409208,74.22,31.403812,74.22,31.40651,74.22,600.0,arterial,4,90,3763,2.89,3.81,moderate,none,poor,0,6,1,7,3.64,0.6664,0.563,68.9,moderate
SEG-0164,Raiwind Road (outer),arterial_highway,3,31.403812,74.22,31.398416,74.22,31.401114,74.22,600.0,arterial,4,85,4289,6.16,4.63,moderate,none,moderate,1,5,1,8,4.16,0.7364,0.5655,69.5,moderate
SEG-0165,Raiwind Road (outer),arterial_highway,4,31.398416,74.22,31.39302,74.22,31.395718,74.22,600.0,arterial,5,85,4398,3.98,4.58,good,none,moderate,0,6,2,14,3.57,0.8191,0.4123,57.8,moderate
SEG-0166,Raiwind Road (outer),arterial_highway,5,31.39302,74.22,31.387624,74.22,31.390322,74.22,600.0,arterial,4,90,4017,5.98,4.62,poor,none,good,0,6,2,12,4.4,0.6841,0.4097,61.0,moderate
SEG-0167,Raiwind Road (outer),arterial_highway,6,31.387624,74.22,31.382228,74.22,31.384926,74.22,600.0,arterial,6,85,6476,5.67,3.65,moderate,moderate,moderate,1,9,0,13,4.37,0.6093,0.462,55.4,moderate
SEG-0168,Raiwind Road (outer),arterial_highway,7,31.382228,74.22,31.376833,74.22,31.379531,74.22,600.0,arterial,4,95,4210,5.86,3.27,good,moderate,moderate,0,8,2,5,4.43,0.627,0.4282,59.7,moderate
SEG-0169,Raiwind Road (outer),arterial_highway,8,31.376833,74.22,31.371437,74.22,31.374135,74.22,600.0,arterial,6,80,6389,4.45,3.76,moderate,moderate,moderate,0,9,2,15,3.28,0.6091,0.3224,46.6,risky
SEG-0170,Raiwind Road (outer),arterial_highway,9,31.371437,74.22,31.366041,74.22,31.368739,74.22,600.0,arterial,5,100,4776,3.2,4.08,moderate,moderate,moderate,1,6,1,10,3.89,0.6825,0.5222,66.1,moderate
SEG-0171,Raiwind Road (outer),arterial_highway,10,31.366041,74.22,31.360645,74.22,31.363343,74.22,600.0,arterial,6,85,6477,4.84,3.83,moderate,moderate,moderate,0,6,2,5,4.22,0.6061,0.4928,54.5,moderate
SEG-0172,Raiwind Road (outer),arterial_highway,11,31.36,74.22,31.35543,74.218477,31.357715,74.219238,528.3,arterial,6,95,4441,3.91,4.34,moderate,none,poor,0,9,1,14,3.98,0.6804,0.3875,49.7,risky
SEG-0173,Raiwind Road (outer),arterial_highway,12,31.35543,74.218477,31.350241,74.216747,31.352836,74.217612,600.0,arterial,4,90,4763,5.25,3.41,good,none,poor,0,9,2,6,3.99,0.6722,0.4011,48.5,risky
SEG-0174,Raiwind Road (outer),arterial_highway,13,31.350241,74.216747,31.345051,74.215017,31.347646,74.215882,600.0,arterial,5,95,5910,6.07,3.84,moderate,none,moderate,1,5,2,6,3.56,0.6887,0.5307,65.0,moderate
SEG-0175,Raiwind Road (outer),arterial_highway,14,31.345051,74.215017,31.339861,74.213287,31.342456,74.214152,600.0,arterial,6,90,4662,4.37,3.55,good,none,moderate,1,6,1,6,4.02,0.7774,0.5627,69.8,moderate
SEG-0176,Raiwind Road (outer),arterial_highway,15,31.339861,74.213287,31.334672,74.211557,31.337267,74.212422,600.0,arterial,5,95,5017,4.9,4.17,moderate,none,poor,0,5,1,6,3.97,0.6512,0.5934,53.7,moderate
SEG-0177,Raiwind Road (outer),arterial_highway,16,31.334672,74.211557,31.329482,74.209827,31.332077,74.210692,600.0,arterial,4,85,6010,5.31,4.13,good,moderate,moderate,0,9,2,10,3.39,0.6911,0.3747,49.5,risky
SEG-0178,Raiwind Road (outer),arterial_highway,17,31.329482,74.209827,31.324292,74.208097,31.326887,74.208962,600.0,arterial,4,85,3577,5.15,3.78,moderate,moderate,moderate,0,6,1,10,3.36,0.5972,0.5381,60.2,moderate
SEG-0179,Raiwind Road (outer),arterial_highway,18,31.324292,74.208097,31.319103,74.206368,31.321698,74.207233,600.0,arterial,4,85,5114,4.37,4.28,good,none,poor,0,7,2,13,3.71,0.7431,0.3901,57.5,moderate
SEG-0180,Raiwind Road (outer),arterial_highway,19,31.319103,74.206368,31.313913,74.204638,31.316508,74.205503,600.0,arterial,5,90,5934,5.48,4.14,moderate,moderate,poor,0,10,2,7,4.19,0.5635,0.3549,50.0,moderate
SEG-0181,Raiwind Road (outer),arterial_highway,20,31.313913,74.204638,31.308723,74.202908,31.311318,74.203773,600.0,arterial,4,95,5925,4.89,3.69,good,moderate,poor,0,7,1,11,3.36,0.6214,0.4978,59.3,moderate
SEG-0182,Raiwind Road (outer),arterial_highway,21,31.308723,74.202908,31.303534,74.201178,31.306129,74.202043,600.0,arterial,4,100,5841,4.83,4.59,moderate,moderate,good,0,10,2,5,4.27,0.7038,0.3747,53.5,moderate
SEG-0183,Mall Road,urban_commercial,0,31.5778,74.3294,31.57286,74.331947,31.57533,74.330674,600.0,arterial,5,50,3433,5.93,3.74,good,moderate,moderate,1,2,1,5,2.39,0.6851,0.7394,71.2,moderate
SEG-0184,Mall Road,urban_commercial,1,31.57286,74.331947,31.56792,74.334495,31.57039,74.333221,600.0,arterial,5,40,4466,6.76,3.1,good,moderate,good,1,4,1,6,2.39,0.6795,0.67,61.3,moderate
SEG-0185,Mall Road,urban_commercial,2,31.565,74.336,31.562955,74.336976,31.563978,74.336488,245.4,arterial,5,50,3248,7.21,3.73,good,moderate,moderate,1,3,1,0,2.0,0.6604,0.7775,72.8,moderate
SEG-0186,Mall Road,urban_commercial,3,31.562955,74.336976,31.557957,74.33936,31.560456,74.338168,600.0,arterial,3,60,4278,3.0,3.79,good,none,good,0,3,1,6,1.99,0.8381,0.7111,73.1,moderate
SEG-0187,Mall Road,urban_commercial,4,31.557957,74.33936,31.552958,74.341745,31.555458,74.340553,600.0,arterial,5,45,3648,4.18,2.47,good,moderate,poor,1,4,1,0,2.49,0.5885,0.7336,68.0,moderate
SEG-0188,Jail Road,urban_commercial,0,31.5497,74.3433,31.544308,74.343071,31.547004,74.343186,600.0,arterial,3,50,3011,3.5,3.8,good,severe,moderate,1,6,0,4,2.48,0.6594,0.7062,70.4,moderate
SEG-0189,Jail Road,urban_commercial,1,31.544308,74.343071,31.538915,74.342842,31.541611,74.342957,600.0,arterial,3,50,2349,5.36,4.01,good,moderate,moderate,1,4,1,6,2.29,0.7126,0.673,64.1,moderate
SEG-0190,Jail Road,urban_commercial,2,31.538915,74.342842,31.533523,74.342613,31.536219,74.342728,600.0,arterial,4,50,3612,7.75,2.77,moderate,severe,moderate,0,3,1,3,2.87,0.4103,0.7181,59.6,moderate
SEG-0191,Jail Road,urban_commercial,3,31.5285,74.3424,31.528131,74.342419,31.528315,74.34241,41.1,arterial,4,45,4145,7.06,3.11,good,none,good,1,4,1,7,3.13,0.7495,0.6367,69.6,moderate
SEG-0192,Jail Road,urban_commercial,4,31.528131,74.342419,31.52274,74.342703,31.525435,74.342561,600.0,arterial,4,60,2720,4.66,3.71,moderate,severe,poor,0,5,0,7,3.09,0.477,0.6837,62.0,moderate
SEG-0193,Jail Road,urban_commercial,5,31.52274,74.342703,31.51735,74.342987,31.520045,74.342845,600.0,arterial,3,60,5170,8.22,3.93,poor,none,moderate,1,4,1,7,2.64,0.579,0.6514,56.8,moderate
SEG-0194,Jail Road,urban_commercial,6,31.51735,74.342987,31.511959,74.343271,31.514654,74.343129,600.0,arterial,3,50,3496,6.14,2.88,moderate,none,good,1,6,1,2,3.0,0.6774,0.6378,69.1,moderate
SEG-0195,MM Alam Road,urban_commercial,0,31.516,74.35,31.515914,74.349913,31.515957,74.349957,12.6,arterial,5,40,4412,7.81,2.75,moderate,moderate,moderate,1,3,0,3,2.13,0.5129,0.8153,62.7,moderate
SEG-0196,MM Alam Road,urban_commercial,1,31.515914,74.349913,31.511835,74.345771,31.513875,74.347842,600.0,arterial,4,55,2768,6.16,4.05,moderate,moderate,moderate,0,4,1,6,2.46,0.5951,0.6679,63.2,moderate
SEG-0197,Main Boulevard Gulberg,urban_commercial,0,31.521,74.338,31.516286,74.34108,31.518643,74.33954,600.0,arterial,3,50,3620,7.33,3.67,good,none,good,1,5,1,5,2.91,0.7794,0.6363,78.5,safe
SEG-0198,Main Boulevard Gulberg,urban_commercial,1,31.5135,74.3429,31.512069,74.340929,31.512785,74.341914,245.4,arterial,3,55,5597,5.41,3.63,good,none,good,0,5,1,6,3.18,0.7829,0.6171,72.2,moderate
SEG-0199,Main Boulevard Gulberg,urban_commercial,2,31.512069,74.340929,31.508571,74.33611,31.51032,74.33852,600.0,arterial,3,45,4402,5.54,2.96,good,moderate,good,1,5,1,9,3.25,0.6936,0.5817,63.1,moderate
SEG-0200,Main Boulevard Gulberg,urban_commercial,3,31.508571,74.33611,31.505073,74.331291,31.506822,74.333701,600.0,arterial,3,50,4630,6.47,3.45,moderate,severe,moderate,1,6,0,9,3.24,0.5068,0.6278,58.3,moderate
SEG-0201,Liberty - Kalma Chowk Link,urban_commercial,0,31.5095,74.3434,31.507142,74.337708,31.508321,74.340554,600.0,arterial,3,55,1546,2.39,3.02,moderate,moderate,good,1,5,1,1,2.56,0.6814,0.6913,69.0,moderate
SEG-0202,Liberty - Kalma Chowk Link,urban_commercial,1,31.507142,74.337708,31.504783,74.332015,31.505963,74.334861,600.0,arterial,5,45,4228,2.66,4.02,good,none,good,1,4,0,3,2.7,0.8889,0.769,87.5,safe
SEG-0203,Davis Road,urban_commercial,0,31.556,74.336,31.5559,74.336116,31.55595,74.336058,15.6,arterial,4,60,2989,5.7,2.53,good,none,moderate,0,3,0,2,3.17,0.6588,0.7952,77.2,safe
SEG-0204,Davis Road,urban_commercial,1,31.5559,74.336116,31.55206,74.340565,31.55398,74.338341,600.0,arterial,4,60,2433,3.28,2.61,good,moderate,poor,1,3,0,2,2.84,0.6141,0.8051,76.1,safe
SEG-0205,Empress Road,urban_commercial,0,31.564,74.328,31.559036,74.330482,31.561518,74.329241,600.0,arterial,3,60,3776,7.3,2.79,good,moderate,poor,1,4,1,4,3.41,0.55,0.6616,63.7,moderate
SEG-0206,Empress Road,urban_commercial,1,31.556,74.332,31.554852,74.334058,31.555426,74.333029,233.1,arterial,3,60,5535,6.57,2.88,moderate,severe,poor,1,6,1,7,3.01,0.4193,0.5819,46.0,risky
SEG-0207,Empress Road,urban_commercial,2,31.554852,74.334058,31.551898,74.339357,31.553375,74.336708,600.0,arterial,5,50,2974,6.73,3.16,good,none,poor,0,6,1,3,2.77,0.6288,0.6336,65.7,moderate
SEG-0208,Allama Iqbal Road,urban_commercial,0,31.555,74.32,31.549809,74.31827,31.552405,74.319135,600.0,arterial,3,45,3917,5.78,2.77,good,none,poor,1,5,1,7,2.82,0.6522,0.6168,68.0,moderate
SEG-0209,Allama Iqbal Road,urban_commercial,1,31.549809,74.31827,31.544619,74.31654,31.547214,74.317405,600.0,arterial,5,60,4156,8.22,3.53,moderate,moderate,moderate,1,6,1,9,3.18,0.554,0.5546,52.3,moderate
SEG-0210,Allama Iqbal Road,urban_commercial,2,31.54,74.315,31.539406,74.315,31.539703,74.315,66.1,arterial,4,55,2667,6.23,4.27,good,moderate,poor,0,4,1,6,2.63,0.6326,0.6628,68.6,moderate
SEG-0211,Allama Iqbal Road,urban_commercial,3,31.539406,74.315,31.53401,74.315,31.536708,74.315,600.0,arterial,5,60,5331,6.72,3.11,moderate,moderate,poor,1,7,0,8,3.2,0.5059,0.6109,51.2,moderate
SEG-0212,Wahdat Road,urban_commercial,0,31.505,74.303,31.500367,74.299757,31.502683,74.301378,600.0,arterial,3,55,3676,4.74,3.74,good,moderate,good,1,3,1,8,3.23,0.7574,0.6517,76.5,safe
SEG-0213,Wahdat Road,urban_commercial,1,31.500367,74.299757,31.495733,74.296513,31.49805,74.298135,600.0,arterial,5,45,4201,8.71,3.66,moderate,none,poor,1,7,0,3,3.11,0.5779,0.6692,69.1,moderate
SEG-0214,Wahdat Road,urban_commercial,2,31.495,74.296,31.492019,74.300018,31.493509,74.298009,505.0,arterial,5,60,5503,5.48,2.77,good,severe,moderate,1,7,1,3,2.57,0.5579,0.6104,54.6,moderate
SEG-0215,Wahdat Road,urban_commercial,3,31.492019,74.300018,31.488477,74.304792,31.490248,74.302405,600.0,arterial,5,50,4743,4.55,3.0,good,severe,good,1,6,1,5,3.04,0.6397,0.6032,63.7,moderate
SEG-0216,Airport Road,urban_commercial,0,31.5216,74.4036,31.517698,74.399228,31.519649,74.401414,600.0,arterial,5,40,4228,5.06,2.96,poor,moderate,moderate,0,6,0,6,3.34,0.4726,0.6581,53.0,moderate
SEG-0217,Airport Road,urban_commercial,1,31.517698,74.399228,31.513796,74.394856,31.515747,74.397042,600.0,arterial,3,60,4431,4.29,3.93,moderate,severe,poor,0,4,0,3,3.02,0.4977,0.7594,58.7,moderate
SEG-0218,Airport Road,urban_commercial,2,31.513796,74.394856,31.509894,74.390484,31.511845,74.39267,600.0,arterial,4,50,3557,7.19,2.74,good,moderate,poor,1,3,1,8,2.97,0.5489,0.6595,66.1,moderate
SEG-0219,Airport Road,urban_commercial,3,31.509894,74.390484,31.505993,74.386112,31.507944,74.388298,600.0,arterial,4,45,2735,7.02,2.94,moderate,severe,moderate,1,6,0,3,3.35,0.4646,0.6912,61.4,moderate
SEG-0220,Airport Road,urban_commercial,4,31.505,74.385,31.502522,74.381283,31.503761,74.383141,447.3,arterial,5,60,2893,8.51,4.18,good,moderate,moderate,1,3,0,7,3.06,0.6642,0.7429,69.9,moderate
SEG-0221,Airport Road,urban_commercial,5,31.502522,74.381283,31.499198,74.376297,31.50086,74.37879,600.0,arterial,5,50,3894,7.23,3.11,moderate,moderate,poor,1,3,0,8,2.93,0.4963,0.7357,59.8,moderate
SEG-0222,Airport Road,urban_commercial,6,31.499198,74.376297,31.495875,74.371312,31.497536,74.373805,600.0,arterial,4,50,5106,4.62,3.74,good,moderate,poor,1,5,1,5,2.62,0.6596,0.645,65.5,moderate
SEG-0223,Defence (DHA) Main Boulevard,affluent_residential,0,31.471,74.409,31.466895,74.413105,31.468947,74.411053,600.0,local,2,45,1123,0.0,4.18,good,none,good,1,0,0,2,0.0,0.9487,0.9778,92.0,safe
SEG-0224,Defence (DHA) Main Boulevard,affluent_residential,1,31.466895,74.413105,31.462789,74.417211,31.464842,74.415158,600.0,local,3,40,562,2.05,4.63,good,none,good,1,0,0,0,0.0,0.9384,1.0,94.2,safe
SEG-0225,Defence (DHA) Main Boulevard,affluent_residential,2,31.46,74.42,31.458935,74.421598,31.459467,74.420799,192.3,local,3,30,1535,1.24,4.27,good,moderate,moderate,0,1,0,0,2.04,0.7761,0.9096,71.7,moderate
SEG-0226,Defence (DHA) Main Boulevard,affluent_residential,3,31.458935,74.421598,31.455612,74.426582,31.457273,74.42409,600.0,local,2,30,979,1.41,4.65,good,moderate,good,1,1,0,1,1.0,0.8767,0.9297,95.7,safe
SEG-0227,Defence (DHA) Main Boulevard,affluent_residential,4,31.455612,74.426582,31.452289,74.431566,31.453951,74.429074,600.0,local,4,40,1241,1.63,4.35,good,none,moderate,0,1,0,0,1.19,0.8488,0.9351,85.6,safe
SEG-0228,Model Town Main Boulevard,affluent_residential,0,31.4847,74.3247,31.480594,74.320594,31.482647,74.322647,600.0,local,2,40,1316,1.02,4.34,good,none,moderate,1,1,0,1,1.02,0.8896,0.9291,90.1,safe
SEG-0229,Model Town Main Boulevard,affluent_residential,1,31.48,74.32,31.476489,74.316489,31.478244,74.318244,513.1,local,3,35,1070,1.29,4.08,good,none,good,1,0,0,0,0.0,0.9183,1.0,100.0,safe
